"","time","uid","geoid","sim_num","comp","incidI","hosp_curr","icu_curr","vent_curr","incidH","incidICU","incidVent","incidD","date_inds","sim_num_good","geo_ind"
"1",2020-02-01,"6085-2","6085","2","diffI",1,0,0,0,0,0,0,0,1,1,43
"2",2020-02-02,"6059-2","6059","2","diffI",2,0,0,0,0,0,0,0,2,1,30
"3",2020-02-02,"6065-2","6065","2","diffI",1,0,0,0,0,0,0,0,2,1,33
"4",2020-02-02,"6085-2","6085","2","diffI",1,0,0,0,0,0,0,0,2,1,43
"5",2020-02-03,"6037-2","6037","2","diffI",2,0,0,0,0,0,0,0,3,1,19
"6",2020-02-03,"6065-2","6065","2","diffI",1,0,0,0,0,0,0,0,3,1,33
"7",2020-02-03,"6071-2","6071","2","diffI",1,0,0,0,0,0,0,0,3,1,36
"8",2020-02-03,"6085-2","6085","2","diffI",1,0,0,0,0,0,0,0,3,1,43
"9",2020-02-04,"6059-2","6059","2","diffI",2,0,0,0,0,0,0,0,4,1,30
"10",2020-02-04,"6065-2","6065","2","diffI",1,0,0,0,0,0,0,0,4,1,33
"11",2020-02-04,"6071-2","6071","2","diffI",1,0,0,0,0,0,0,0,4,1,36
"12",2020-02-04,"6075-2","6075","2","diffI",1,0,0,0,0,0,0,0,4,1,38
"13",2020-02-04,"6099-2","6099","2","diffI",1,0,0,0,0,0,0,0,4,1,50
"14",2020-02-05,"6071-2","6071","2","diffI",1,0,0,0,0,0,0,0,5,1,36
"15",2020-02-06,"6037-2","6037","2","diffI",1,0,0,0,0,0,0,0,6,1,19
"16",2020-02-06,"6065-2","6065","2","diffI",1,0,0,0,0,0,0,0,6,1,33
"17",2020-02-06,"6071-2","6071","2","diffI",1,0,0,0,0,0,0,0,6,1,36
"18",2020-02-06,"6099-2","6099","2","diffI",1,0,0,0,0,0,0,0,6,1,50
"19",2020-02-07,"6037-2","6037","2","diffI",1,0,0,0,0,0,0,0,7,1,19
"20",2020-02-07,"6059-2","6059","2","diffI",1,0,0,0,0,0,0,0,7,1,30
"21",2020-02-07,"6071-2","6071","2","diffI",1,0,0,0,0,0,0,0,7,1,36
"22",2020-02-07,"6075-2","6075","2","diffI",1,0,0,0,0,0,0,0,7,1,38
"23",2020-02-08,"6001-2","6001","2","diffI",1,0,0,0,0,0,0,0,8,1,1
"24",2020-02-08,"6059-2","6059","2","diffI",1,0,0,0,0,0,0,0,8,1,30
"25",2020-02-08,"6071-2","6071","2","diffI",2,0,0,0,0,0,0,0,8,1,36
"26",2020-02-08,"6075-2","6075","2","diffI",1,0,0,0,0,0,0,0,8,1,38
"27",2020-02-08,"6099-2","6099","2","diffI",1,0,0,0,0,0,0,0,8,1,50
"28",2020-02-09,"6037-2","6037","2","diffI",3,0,0,0,0,0,0,0,9,1,19
"29",2020-02-09,"6059-2","6059","2","diffI",1,0,0,0,0,0,0,0,9,1,30
"30",2020-02-09,"6071-2","6071","2","diffI",2,0,0,0,0,0,0,0,9,1,36
"31",2020-02-09,"6075-2","6075","2",NA,0,1,0,0,1,0,0,0,9,1,38
"32",2020-02-09,"6111-2","6111","2","diffI",2,0,0,0,0,0,0,0,9,1,56
"33",2020-02-10,"6037-2","6037","2","diffI",5,0,0,0,0,0,0,0,10,1,19
"34",2020-02-10,"6085-2","6085","2","diffI",1,0,0,0,0,0,0,0,10,1,43
"35",2020-02-10,"6095-2","6095","2","diffI",2,0,0,0,0,0,0,0,10,1,48
"36",2020-02-10,"6111-2","6111","2","diffI",1,0,0,0,0,0,0,0,10,1,56
"37",2020-02-11,"6029-2","6029","2","diffI",3,0,0,0,0,0,0,0,11,1,15
"38",2020-02-11,"6037-2","6037","2","diffI",1,0,0,0,0,0,0,0,11,1,19
"39",2020-02-11,"6047-2","6047","2","diffI",1,0,0,0,0,0,0,0,11,1,24
"40",2020-02-11,"6059-2","6059","2","diffI",2,0,0,0,0,0,0,0,11,1,30
"41",2020-02-11,"6097-2","6097","2","diffI",1,0,0,0,0,0,0,0,11,1,49
"42",2020-02-12,"6029-2","6029","2","diffI",1,0,0,0,0,0,0,0,12,1,15
"43",2020-02-12,"6037-2","6037","2","diffI",8,0,0,0,0,0,0,0,12,1,19
"44",2020-02-12,"6065-2","6065","2","diffI",1,0,0,0,0,0,0,0,12,1,33
"45",2020-02-12,"6071-2","6071","2","diffI",1,0,0,0,0,0,0,0,12,1,36
"46",2020-02-12,"6073-2","6073","2","diffI",1,0,0,0,0,0,0,0,12,1,37
"47",2020-02-12,"6085-2","6085","2","diffI",1,0,0,0,0,0,0,0,12,1,43
"48",2020-02-12,"6099-2","6099","2","diffI",2,0,0,0,0,0,0,0,12,1,50
"49",2020-02-13,"6029-2","6029","2","diffI",1,0,0,0,0,0,0,0,13,1,15
"50",2020-02-13,"6037-2","6037","2","diffI",9,0,0,0,0,0,0,0,13,1,19
"51",2020-02-13,"6041-2","6041","2","diffI",1,0,0,0,0,0,0,0,13,1,21
"52",2020-02-13,"6059-2","6059","2","diffI",1,0,0,0,0,0,0,0,13,1,30
